LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
300000,1,2,2,62,3,4,3,2,2,0,124935,106075,82809,66627,54955,61375,57889,74468,7085,46141,41651,9105,0
100000,2,1,2,37,0,-1,1,0,-1,2,22051,24615,24679,25392,29170,31523,6436,21270,17879,13219,22504,24776,0
50000,2,1,2,51,1,0,-1,2,0,-1,23251,23551,27614,24814,23901,20403,2789,9937,3713,7785,3591,11679,1
30000,2,2,1,36,0,0,-1,0,-1,0,1797,1757,1640,1499,1457,1904,1464,1467,545,826,489,1388,0
150000,2,3,1,42,-1,-1,-1,-1,-1,0,35044,32344,44881,60264,63570,61809,30474,3662,32986,31747,35359,25071,0
200000,1,2,2,39,-1,1,-1,-1,-1,-1,113373,93679,100970,100907,109515,91533,81828,63149,62129,85276,14158,13132,0
300000,2,2,1,55,1,0,1,-1,3,2,111380,127850,129763,134264,178517,153305,52153,57187,59968,23557,142609,17501,0
300000,2,3,2,62,3,2,1,1,3,3,30122,37744,22769,22865,21039,19984,22946,25606,17710,16009,6192,8046,1
50000,2,3,1,67,-1,0,-1,-1,-1,-1,6189,6269,4521,5685,4793,5761,4025,4382,1922,3011,1824,2589,0
100000,2,2,2,53,4,3,-1,1,1,0,44481,48900,38123,44651,49280,52888,10348,14599,26893,16498,25208,44312,0
20000,1,1,2,68,3,1,1,2,1,3,2572,3394,2049,1764,1789,1360,1011,745,761,809,1046,675,1
20000,1,2,2,53,2,0,3,3,3,2,4050,3748,3383,3927,4393,4108,1163,530,1048,763,2914,1019,0
20000,2,1,2,60,0,-1,-1,-1,-1,-1,5989,6223,5944,5263,5330,5657,3762,2561,2934,2571,3945,4580,0
300000,1,2,2,57,0,3,3,-1,2,2,90371,83964,85581,80883,90955,108228,67108,57501,59803,17620,15026,65619,0
30000,2,3,1,53,1,0,-1,0,2,0,12138,13628,10574,11085,10915,9068,10193,9248,2143,5786,5232,6435,1
80000,2,4,1,51,-1,-1,-1,-1,-1,-1,33651,35344,34777,34941,25956,19415,9597,5986,21749,8761,22197,7945,0
80000,2,2,1,37,1,1,6,4,4,5,39100,30766,23211,18412,12785,9761,27704,11084,9328,3157,8716,6452,1
50000,1,1,1,32,1,-1,1,0,0,3,22582,24692,28679,20081,20724,22160,9775,14914,13630,8130,15130,7462,1
100000,1,1,1,55,6,2,4,5,6,7,66462,54121,60012,75963,69489,73921,9138,32019,35186,37490,23449,43678,1
10000,2,1,2,48,-1,0,0,-1,-1,0,6755,5980,6545,6624,6898,7680,1952,3242,2081,4303,5429,2868,0
80000,1,1,1,49,0,0,0,1,1,-1,35703,33273,26079,25893,24852,28115,5240,12381,14464,11530,17120,17971,0
80000,2,1,2,60,5,0,3,3,4,3,17787,20409,21212,21233,23579,23809,8360,7594,15076,4799,7568,15241,1
200000,2,2,1,60,-1,-1,-1,-1,-1,-1,21180,20249,18392,25668,30600,31292,17949,2126,4562,8097,15740,17023,0
150000,2,1,2,60,1,0,-1,0,1,0,24296,17344,15108,12577,11754,9191,15149,10447,10368,8465,6889,5205,0
200000,1,1,2,44,-1,-1,-1,-1,-1,-1,65448,83810,86433,73264,71265,84670,31978,59645,53776,49697,32424,59422,0
50000,2,4,2,58,-1,-1,-1,0,-1,-1,23682,25073,23558,23657,17463,16646,6289,20363,16849,6370,4217,3908,0
30000,1,2,1,48,1,-1,0,-1,0,0,2164,2314,2512,2460,2899,2543,1286,1557,633,1895,487,641,0
80000,2,2,1,49,7,2,2,2,2,2,17982,20211,17090,20360,21282,21026,7632,13810,3543,12918,13702,3539,1
500000,1,2,1,56,1,0,0,-1,2,-1,271348,222133,229132,186579,181116,180806,191776,116226,90015,93454,116377,137680,1
30000,2,3,2,37,1,0,-1,-1,-1,-1,14123,16368,16856,18045,20056,18591,6081,8341,7732,11749,16981,5079,0
30000,2,2,2,22,-1,0,0,0,0,1,7696,8622,6391,6205,7200,6036,2812,7072,1228,3322,4528,3653,0
500000,1,1,2,65,2,1,1,4,1,3,52529,52567,41442,40189,34333,38207,28928,32320,27464,31393,13542,10115,1
500000,1,2,1,28,1,1,1,5,0,3,213206,188871,176908,120201,129609,154608,25621,124559,119752,22906,76976,40868,0
30000,2,2,2,67,-1,-1,-1,-1,-1,-1,4275,4259,3765,3154,3427,3409,1989,2805,2646,683,367,950,0
200000,2,4,1,66,4,1,2,0,0,0,77247,79312,75438,81790,83069,86127,14064,45754,37060,48455,52706,43515,0
80000,1,2,2,69,1,1,0,3,1,4,11145,9294,9217,9298,10140,8605,8120,4987,1238,6024,7656,1399,1
80000,1,2,1,39,-1,0,0,2,-1,2,16179,12661,12052,7743,8205,7792,4295,5375,3590,6441,4500,6357,0
80000,2,2,1,22,1,3,0,0,1,2,10309,12200,14554,11017,10294,12716,1650,3426,9403,7634,8040,1533,0
500000,2,1,2,25,1,2,2,2,5,1,175607,125841,122740,132328,147211,165033,41747,21060,49117,73688,56626,82407,1
30000,1,3,1,55,0,-1,-1,-1,0,-1,3091,2532,2258,1849,1834,1369,1326,620,687,1528,814,595,0
200000,1,2,2,66,-1,0,2,-1,-1,0,37772,33587,33756,37744,38836,40011,19922,15301,21624,30082,13696,26058,0
10000,2,3,1,39,-1,-1,-1,-1,-1,-1,4356,3295,3682,4771,5094,4743,1082,2595,1495,3911,3060,2804,0
100000,1,2,2,41,-1,0,1,0,0,-1,47004,45708,53035,40607,31952,35096,37112,25804,38147,29268,24861,5037,0
150000,2,2,2,44,-1,-1,-1,-1,-1,0,10055,9623,8185,6391,6581,6667,7324,2568,5380,4891,4007,2411,0
200000,2,1,2,47,1,2,0,0,0,0,77643,54490,36681,35300,34029,32290,12587,26206,5162,8759,14979,23050,0
300000,2,1,2,23,4,4,4,0,4,3,14255,14521,14032,14197,11095,10321,8991,6110,4390,4937,7310,2180,1
200000,1,2,2,46,1,-1,-1,0,0,0,28532,24101,18707,23216,22544,21414,12601,6208,4752,12569,2913,14616,0
150000,1,1,2,53,-1,2,-1,0,-1,3,89319,95522,79471,70761,54530,51685,45364,24558,45307,54617,6763,30896,0
50000,2,1,2,28,3,4,4,4,3,3,5704,6515,6627,5790,5259,5150,1077,4541,2608,3085,3148,2693,1
1000000,2,2,2,66,-1,-1,-1,-1,-1,0,141703,160521,148355,144034,150797,149568,102782,51462,125845,15600,72055,66753,0
80000,2,1,1,61,-1,-1,2,-1,-1,1,43739,39519,39474,40874,34886,34216,4727,34064,26333,25055,24144,17234,0
80000,2,2,1,22,-1,-1,0,3,-1,-1,36370,29435,25810,31250,33365,30031,19157,19348,18742,5290,5285,24319,0
80000,2,2,1,47,0,-1,0,0,-1,0,6152,5063,4855,6433,6538,6657,896,1272,2301,3520,2638,4267,0
80000,2,1,2,41,0,4,0,3,0,2,33086,25529,29635,33861,42784,47477,10958,10892,8803,8735,5825,32773,0
100000,1,2,1,26,-1,-1,-1,-1,-1,-1,33563,31445,26962,28248,22243,27493,4280,13262,5421,22611,17081,22276,0
50000,2,1,3,23,0,-1,2,1,-1,0,9916,10074,12614,15425,14975,16061,5928,7696,6645,6866,5177,2136,1
50000,2,1,1,21,2,4,3,5,3,2,16670,22202,21819,22122,19789,23426,10760,11118,3337,2537,7956,11132,1
300000,2,1,2,64,-1,0,2,0,0,0,113545,154639,113809,79794,94014,83623,88532,112464,91869,68616,23300,41704,0
300000,1,1,2,63,-1,-1,0,-1,0,-1,182630,216930,232205,266500,234884,303657,142411,77996,200440,190903,167932,108276,0
80000,2,1,2,57,0,-1,1,0,0,-1,25680,16375,17748,19218,16908,13563,6576,9260,2007,4701,8625,8993,0
500000,1,2,1,28,0,1,1,0,0,0,25933,27669,27887,17379,16778,18892,10874,6963,16332,10156,7995,9938,0
80000,1,2,2,37,-1,-1,-1,-1,0,-1,15803,18873,16966,16835,20421,20064,11069,3836,14947,13220,2066,8895,0
80000,2,1,2,41,1,2,3,4,1,2,6366,7310,5378,6729,5610,5582,3420,1756,2518,2616,1734,3749,0
300000,2,2,1,48,2,0,0,-1,-1,-1,93030,87550,85429,104960,122884,163913,75798,10613,15208,73555,35699,66297,0
150000,2,3,2,38,4,1,2,0,0,2,69664,84215,103012,76941,79669,93355,15367,38652,81645,28786,41291,50006,1
200000,1,2,2,40,0,0,0,-1,2,-1,44223,47045,45980,46077,29108,25256,6755,40782,10251,12048,20063,5114,0
80000,2,4,1,42,1,-1,1,3,-1,-1,9705,6888,5898,5842,7288,6767,7698,4065,3705,3739,1945,4299,0
80000,2,1,2,67,3,1,1,1,0,2,35149,30690,31476,34373,32213,35343,29532,7978,6176,29890,23535,9634,0
20000,1,2,1,37,1,2,2,2,0,0,7571,9270,11055,10692,8804,9098,1160,4446,3970,8354,6677,4121,0
500000,2,2,2,29,6,1,2,3,4,6,63725,66524,79327,85873,83079,65109,5814,35050,42208,10303,40094,31445,0
30000,1,2,2,29,-1,1,0,-1,1,2,11409,13937,12565,13063,13109,13583,2587,5819,2900,1979,3351,9997,0
80000,2,2,1,44,-1,2,0,0,0,1,18514,16933,19105,17509,18890,24768,4138,4878,3055,2059,9564,13112,0
20000,1,2,1,53,0,-1,-1,-1,-1,0,10874,8450,10172,11636,10666,9261,7652,1010,7659,10222,2056,5435,0
150000,2,3,2,49,3,3,-1,2,3,3,23261,26669,30493,39434,36441,41163,2365,4523,10180,21667,9147,13510,0
80000,2,2,1,55,-1,0,-1,-1,-1,-1,25193,26186,24136,29664,28717,31703,14896,22885,16150,21878,20309,23161,0
200000,2,2,1,26,0,0,1,1,1,1,18359,17481,17312,16647,16671,18968,7165,7456,10242,11864,11282,2746,0
100000,1,1,2,28,0,1,1,2,2,0,29239,22551,19353,16444,15556,21436,10403,15363,15960,2602,5509,14844,0
20000,1,2,2,60,-1,-1,-1,-1,-1,-1,7048,8024,7006,7633,5901,6114,1055,4555,4857,6803,1451,4137,0
10000,1,2,2,67,4,-1,2,2,3,3,1225,1321,1492,1597,1461,1075,559,903,769,1154,832,156,1
30000,2,2,2,23,-1,-1,0,-1,-1,-1,16605,15266,15517,13937,13971,10681,10894,7269,8973,8107,6464,4051,0
150000,2,3,1,50,5,5,6,5,6,7,17795,16204,15936,18803,17667,17951,2777,4481,6263,8040,3291,9303,1
200000,1,2,2,24,0,2,1,2,2,0,65212,66894,59923,65266,67297,60970,44797,7195,12321,23868,21753,18660,0
50000,1,2,1,66,0,2,1,1,1,2,20157,22641,19593,16665,18153,20404,2956,14048,12106,5988,9464,7330,0
100000,1,2,1,46,-1,-1,-1,-1,-1,-1,34665,38395,39649,36730,37960,31907,17236,15920,6975,29464,26367,21726,0
50000,2,1,1,59,4,6,5,6,4,2,35329,34603,32854,34443,40659,43772,2788,7064,19250,13413,22950,16191,1
300000,1,2,2,34,0,-1,0,-1,-1,0,166150,150273,176183,204967,254426,221162,82634,67765,47189,77926,171454,144499,0
500000,2,2,1,54,-1,-1,-1,-1,-1,-1,239741,254065,289151,260358,293259,246153,27851,77280,96908,168880,152450,73517,0
200000,2,3,1,24,-1,-1,1,0,-1,1,62645,52035,53859,66264,52945,45103,12358,6652,36079,49694,39895,31266,0
20000,1,3,2,56,-1,-1,-1,-1,-1,-1,10214,9082,12264,16894,17069,16715,8080,7928,6837,3561,4558,6815,0
80000,1,1,2,28,-1,0,0,-1,2,-1,23175,18623,23988,22577,19075,17415,17999,2245,5973,6896,5810,8826,0
1000000,2,1,2,57,2,0,-1,-1,0,-1,532960,476286,448056,486333,590207,687929,352257,119572,387491,157158,82188,419278,0
30000,2,2,2,63,-1,-1,-1,-1,-1,-1,9722,10127,9828,9632,8751,8862,4698,8520,1602,7568,6949,1705,0
150000,1,1,3,60,-1,1,0,-1,0,0,66850,46516,48765,60212,62858,64701,16193,8958,29363,30014,27131,57297,0
500000,1,1,2,62,0,0,3,0,2,1,163249,177542,138590,158383,162520,191410,70581,90880,104966,136285,61049,124524,0
200000,2,2,2,45,1,2,1,2,3,2,27477,26680,30136,24754,25304,23385,5357,19172,16791,7477,12246,4902,0
100000,1,2,1,53,-1,0,-1,0,-1,0,4964,5819,4342,3456,3589,3359,2462,4577,3310,1141,2431,1011,0
80000,1,1,2,47,0,3,3,1,3,2,20960,21307,30526,29912,29988,32926,9774,7242,13593,13573,15035,14943,1
300000,2,3,2,49,1,3,2,2,4,0,166957,178691,228918,244149,320616,295317,26038,91279,47366,85290,90461,151527,0
80000,1,2,1,37,-1,0,-1,-1,-1,0,17506,18781,12854,14837,12378,11677,4554,16643,10496,3184,8547,2025,0
300000,2,2,2,21,0,-1,-1,-1,-1,-1,187056,146851,133265,145897,128623,116659,64359,19083,100822,86127,51460,21984,0
80000,2,1,2,46,-1,-1,-1,-1,-1,-1,16002,14204,19253,19217,12099,9526,14277,12542,8843,3596,2430,3324,0
200000,2,1,2,42,1,0,0,-1,3,1,32273,27864,32142,35007,38265,33705,27495,20699,20741,10196,30812,18936,0
300000,2,1,1,32,-1,0,0,-1,0,-1,59327,54098,44523,44417,45815,52220,8529,38954,31046,27777,22604,46146,0
100000,1,3,2,66,-1,0,0,0,0,0,47954,58466,45720,51165,54500,44516,29029,17040,38252,40481,40406,30960,0
50000,1,3,1,56,0,1,-1,-1,0,2,12957,14484,13128,8817,7373,7737,10413,8361,9818,3452,3211,6314,0
20000,1,1,2,63,2,0,1,1,3,1,2291,2623,2827,3078,3719,3673,955,1219,2085,2090,466,2755,0
200000,2,2,1,21,-1,0,2,-1,1,2,101709,123022,112278,133229,113626,120067,42917,23794,25856,57185,27853,49482,0
100000,1,2,1,57,-1,-1,-1,-1,-1,-1,59031,55816,60431,48536,49401,61849,46570,11360,11395,38097,20781,12120,0
50000,1,1,2,22,1,-1,-1,-1,0,-1,18612,19155,22617,24994,29546,29294,3167,10325,4197,9728,13145,4682,0
300000,1,3,2,44,-1,-1,-1,-1,-1,-1,111191,124897,130138,129899,121285,138723,37497,71697,60412,111259,93508,119387,0
300000,1,2,2,36,1,4,4,4,2,7,16747,15307,15623,17410,14574,11376,10277,2732,7741,12075,10300,7548,0
300000,2,2,2,49,0,1,0,0,-1,-1,96849,107187,98451,108497,101300,80093,76034,32822,38900,12014,50737,8090,1
100000,2,1,2,38,1,-1,0,0,2,2,27187,23418,26451,29929,27916,27904,15409,4532,2348,10203,12681,20244,0
500000,2,1,2,51,4,6,1,5,5,5,231812,282957,277833,280093,300480,224623,33296,140913,184167,47724,178667,110782,1
300000,1,2,2,27,-1,0,-1,-1,-1,-1,66563,62789,59084,57325,63106,79926,27976,55374,7097,18802,7882,34583,0
20000,2,2,2,64,3,4,5,4,1,5,7476,7187,7594,7884,8083,7630,993,1659,2947,770,4531,2965,1
1000000,2,2,2,47,3,1,1,6,4,3,226733,265115,290879,376734,369998,324250,159812,160674,136017,285928,263865,171374,1
100000,2,2,2,55,2,3,1,0,0,2,5143,3980,5210,6233,6215,4681,3339,1887,3900,3901,2401,2537,0
300000,2,2,1,28,3,3,4,4,2,1,159228,180356,115334,134642,165041,133407,48028,94214,10928,21239,119155,47719,1
200000,1,2,2,50,2,3,0,0,0,3,36247,29792,30848,29669,33196,33996,25211,4801,21002,14348,5919,11882,1
150000,2,2,0,38,0,1,-1,1,-1,0,38093,44817,43067,45144,44391,51561,24078,34506,24205,11441,20254,41179,0
50000,1,3,1,67,0,0,0,-1,-1,-1,18262,21628,16280,18574,20438,20009,10450,16721,12008,1960,16617,2328,0
10000,1,1,1,60,-1,1,0,0,1,-1,2285,2432,2009,2004,2128,2300,1270,1892,758,816,284,1606,0
50000,2,1,1,38,-1,-1,-1,-1,-1,-1,3605,3171,3283,4035,2611,2745,742,2495,2199,2756,1261,1710,0
150000,2,2,2,23,-1,0,0,-1,-1,-1,15817,16137,16049,15921,12246,15251,8222,3536,6540,2354,5448,10304,0
300000,1,1,2,38,-1,-1,-1,-1,0,-1,127704,101927,90802,118347,143433,151567,72797,46845,45670,14246,98559,39809,0
10000,2,1,2,54,0,-1,-1,-1,0,0,3718,3792,4589,4276,4100,4184,1363,3159,2995,1772,677,2770,0
30000,1,2,1,63,-1,-1,-1,-1,0,0,7033,7744,8171,8462,8531,9235,5725,6880,5559,4617,1278,7713,0
150000,1,2,1,65,-1,-1,-1,-1,-1,-1,97655,115493,112883,133950,124538,127589,42495,53360,62525,63775,104907,59570,0
50000,2,1,1,59,-1,-1,-1,0,0,-1,10263,10686,11701,15078,16254,17317,2929,5354,6694,10247,11238,4546,0
30000,2,2,1,58,0,1,-1,0,0,2,10474,9389,7614,7635,8417,8213,7864,7980,1781,6594,4444,2186,1
20000,1,1,1,32,-1,-1,-1,-1,-1,-1,1383,1235,1200,1112,862,790,231,512,462,341,385,290,0
150000,2,1,2,67,0,-1,0,-1,-1,1,19192,12568,17596,16818,16567,13046,5981,3479,7749,14117,13750,8246,0
100000,1,3,2,51,-1,-1,2,0,1,0,17179,18926,16982,13986,12383,11865,8622,4198,13378,6196,2094,3440,0
300000,2,1,1,52,-1,-1,-1,-1,-1,-1,80362,84251,87317,75825,76208,97035,65418,45983,33820,45336,23377,17329,0
50000,2,2,2,64,0,-1,-1,-1,0,0,18277,21398,22729,21710,24022,24953,6024,14501,9643,5953,20745,16761,0
30000,2,1,2,66,-1,-1,1,-1,-1,-1,13614,10293,8255,8073,7335,7381,3907,5594,3252,1021,5966,5581,0
200000,2,3,2,51,0,3,1,1,0,2,104459,124639,106075,98861,102064,104395,53059,21393,65353,43803,37340,37166,0
1000000,1,1,1,33,4,2,2,5,2,3,266214,261312,330124,313510,295914,290740,182250,36123,218758,80015,145795,125650,1
50000,2,1,2,43,-1,0,1,3,5,0,20473,20047,17347,17704,16561,17100,6455,13641,3526,10601,12604,11751,0
300000,2,2,2,61,5,4,3,0,3,1,119452,103322,67700,82866,108956,101102,54794,42744,43735,16859,63455,40253,1
200000,1,1,3,38,6,6,3,3,3,7,96904,70371,66544,78567,87040,75367,50270,36200,6814,10111,25012,39833,1
300000,1,1,2,52,3,0,2,2,0,2,62823,50145,50770,51539,67333,74298,21987,6134,10568,20458,55929,8849,0
80000,1,1,1,52,-1,0,-1,-1,-1,-1,37295,40620,36492,32141,32014,37745,25975,35364,21320,18146,8921,10919,0
20000,2,2,1,60,0,-1,1,1,0,0,6740,8820,7387,8402,8641,6397,4195,4930,3021,5774,6297,5378,0
20000,1,3,2,62,-1,2,0,0,0,-1,10812,8949,10046,9247,8307,8133,7370,2779,7137,5121,3648,1477,0
200000,2,2,1,43,0,1,0,2,3,3,16735,18435,16888,15582,14980,17415,13383,4785,7338,7003,9770,11885,0
300000,1,2,2,44,-1,-1,-1,-1,-1,-1,158481,106541,103607,117878,104762,103320,115182,44586,45029,24430,34064,77804,0
80000,2,3,2,60,-1,-1,-1,-1,-1,-1,24283,25091,20473,14865,14211,13489,8341,19438,6288,2649,8717,1685,0
20000,1,3,2,37,0,-1,2,0,2,0,1507,1536,1449,1724,1432,1458,381,173,164,1002,232,975,1
20000,2,3,2,24,1,0,1,1,-1,2,5179,4454,4112,3755,4213,5105,608,1673,1754,2412,3212,1025,1
100000,2,2,1,28,1,2,1,0,1,-1,48424,36388,37251,26097,24956,21308,29183,31351,31790,3511,19278,17197,0
300000,2,1,2,58,-1,-1,-1,-1,-1,-1,118732,77855,71035,86274,80387,72467,48463,23140,46688,42262,65035,53464,0
80000,1,1,1,28,1,0,3,-1,-1,0,11568,11249,12298,13998,15669,14221,3106,5018,1806,7728,8450,9338,0
150000,2,1,1,34,0,-1,-1,0,-1,-1,44328,45913,45939,46262,38436,41074,21521,8407,33099,34977,6785,27373,0
100000,2,2,2,39,-1,-1,-1,-1,-1,0,54502,57763,54171,60948,58609,64279,37893,18296,31136,24010,17657,15348,0
300000,2,2,2,33,6,2,4,4,5,2,107323,114331,104339,102059,82205,74352,61220,70410,32323,43736,16505,25013,1
200000,1,2,1,55,-1,-1,-1,-1,-1,-1,31614,27499,25884,34471,30965,28317,19438,15831,7900,19408,7229,13613,0
30000,1,2,1,58,0,-1,-1,-1,-1,2,6058,6935,6861,5927,5501,5909,1181,5545,1960,4314,3191,1263,1
150000,2,1,1,57,4,4,0,-1,3,1,95751,102922,96326,85542,74691,65771,43344,15983,26299,62554,26947,39565,1
200000,2,3,2,45,2,1,4,2,0,0,79313,80821,67412,52072,56470,75280,9912,49111,49284,20506,26887,56945,0
500000,2,2,2,38,1,-1,-1,2,0,1,143657,122716,112308,122449,118433,147602,102434,75373,48856,21085,69319,22879,0
100000,2,2,1,67,0,-1,0,0,1,0,49191,52087,53649,59978,50023,55581,40079,43156,40006,51145,6922,25946,0
30000,1,1,2,32,0,3,2,2,-1,3,4804,4160,4425,3200,2462,3061,1086,2444,2631,2347,1742,1146,0
100000,2,1,2,31,1,2,-1,0,-1,-1,40031,38800,33798,33723,31792,34262,25597,15917,15997,6308,7273,4824,0
150000,1,2,1,58,4,1,1,1,3,1,13504,13192,16302,15462,15902,16756,5705,4747,9798,8263,6868,10100,1
50000,1,3,1,45,4,3,1,1,-1,1,20170,22759,23846,26276,25839,30228,8388,2741,15488,15848,4399,7119,0
500000,1,2,1,67,-1,0,2,-1,0,-1,39305,39132,36383,32857,35760,30933,30657,8032,5534,27186,7955,17921,0
30000,1,2,2,57,3,3,2,1,2,2,10156,12937,14246,12121,12348,12340,2524,1596,1686,6272,3969,6864,1
300000,1,1,2,44,-1,-1,-1,-1,-1,-1,34118,36768,47566,40718,47465,47727,19827,4450,40279,13706,19003,26969,0
80000,1,2,2,44,0,4,1,2,2,3,16505,14180,14335,14104,11675,8150,7041,9566,4569,3370,8284,2105,0
10000,1,2,1,37,-1,-1,-1,-1,-1,-1,1424,1632,1769,1856,1547,1785,1004,488,979,457,665,1366,0
100000,2,1,1,32,3,4,2,6,1,2,42000,38925,37276,40880,36778,33999,10440,3896,21124,12461,18823,18566,1
100000,1,2,2,41,3,7,6,5,6,4,34651,40375,49555,69356,69037,72340,16033,4943,16288,19616,16913,11352,1
300000,2,1,2,36,-1,0,1,0,-1,-1,165850,158975,188857,164651,161057,206901,44767,59443,112384,98068,64913,57964,0
100000,2,2,1,62,0,2,-1,0,3,2,48952,49783,43177,42000,42600,42657,36594,41259,19484,13013,21974,32778,0
20000,2,3,2,33,2,4,6,4,4,6,7466,8138,10001,8264,7764,6173,911,4130,6509,668,1091,679,1
300000,1,3,2,22,0,-1,0,1,0,0,165719,106240,106784,81375,76272,60396,96561,50650,31099,44101,50061,43331,0
100000,1,1,1,33,-1,-1,-1,-1,-1,-1,20660,20712,20094,20618,19424,20238,12086,10773,6056,14983,6155,9579,0
50000,2,2,2,26,0,1,0,2,2,3,13820,10852,11014,13012,10600,9976,7913,8299,2780,6845,6115,6375,1
300000,2,2,1,52,2,-1,0,-1,0,0,124252,167898,159685,190081,188444,212582,88926,78258,114455,41257,158914,108040,0
20000,1,2,1,29,0,0,0,2,-1,3,13535,11624,11495,10884,10775,9884,4848,9336,6716,8857,4367,1174,0
20000,1,1,2,52,-1,-1,-1,-1,-1,-1,5360,5650,4947,4236,3860,4747,1656,1874,2242,665,884,3727,0
100000,2,2,1,66,4,3,5,1,2,5,38740,47922,50199,42945,37709,36968,4213,22310,19107,26521,13016,9119,0
100000,2,2,1,64,1,0,0,-1,3,1,21120,26235,21674,16994,19670,19236,2198,12383,14157,13622,11373,11448,0
100000,1,2,1,48,0,0,-1,0,0,-1,11982,13510,13688,12296,13657,12297,7849,9948,9435,6087,4297,8288,0
300000,1,2,2,64,4,-1,0,1,0,2,18244,20044,20386,17449,21016,19164,3364,11109,8624,5549,13386,5806,0
50000,2,2,2,31,-1,2,0,0,0,-1,2735,2840,3261,4029,4269,4305,2073,1251,2646,1308,2150,3760,0
1000000,2,1,1,40,4,4,3,3,4,1,383014,374304,377649,386629,430671,484316,70081,245209,196778,38402,249472,94539,1
10000,2,2,2,48,1,3,3,0,-1,1,4269,4132,3714,3294,3616,3116,605,1760,635,406,1035,1741,0
20000,2,3,1,22,0,2,3,3,2,0,11372,13643,11885,9214,10203,11667,7438,6854,2151,878,5214,1650,1
30000,2,1,2,45,-1,0,0,-1,-1,0,7984,8521,9026,7990,9961,9592,3149,2835,3713,5303,3930,2600,0
20000,1,3,2,32,2,3,0,0,1,3,5031,5986,5071,4831,4378,3624,1433,1475,2465,3496,510,984,1
80000,1,1,2,43,3,2,1,-1,5,3,20871,21633,24065,19682,20434,15549,7375,10027,13656,14396,6524,10015,1
300000,1,3,1,54,3,2,0,-1,2,1,59376,48097,46654,47318,46730,47026,14079,18877,9498,8952,8642,5057,1
200000,2,3,1,46,-1,-1,-1,-1,-1,-1,82443,87096,54713,49774,45337,52598,62563,48122,27716,9820,21552,44704,0
150000,2,4,1,60,-1,0,0,-1,-1,-1,18628,20203,25909,23474,28404,36583,14333,6723,6931,12276,20081,26774,0
10000,2,1,2,67,-1,-1,-1,-1,-1,-1,4569,4998,5208,5182,5665,5738,1074,1462,1231,2930,1433,4871,0
300000,2,3,1,55,2,4,3,0,3,2,147713,179141,144657,145899,150063,120822,32538,83241,28464,27371,43890,80193,1
80000,1,1,1,25,1,2,-1,3,1,1,20897,24685,22899,25651,21626,20326,6171,9672,9712,7435,8277,15392,0
150000,2,1,1,55,0,0,1,2,2,0,100396,114723,163228,176103,180000,150335,49160,57279,23906,106563,15932,23251,1
150000,1,2,2,42,0,-1,-1,-1,-1,0,13213,14950,13654,13514,10472,12330,8749,3961,7141,1829,6135,1803,0
30000,1,2,2,21,-1,-1,-1,-1,0,-1,5229,4590,4881,5022,4526,5151,4158,2623,3960,1827,2425,2854,0
100000,2,1,2,38,-1,-1,-1,-1,-1,-1,27295,26158,21569,18152,12017,13272,24204,3486,6644,6637,8474,8781,0
300000,1,2,2,28,-1,0,0,-1,0,-1,179354,159958,176356,182434,167179,192239,33914,137132,37158,26410,131665,41658,0
50000,1,2,1,41,1,0,-1,0,-1,-1,24075,23585,19599,18888,21421,23629,4428,7549,14068,6722,10123,7589,1
150000,1,2,1,28,0,1,-1,-1,0,1,38382,35240,40556,45025,45044,42066,26940,18004,16738,15430,29583,10544,0
500000,1,1,1,47,-1,0,-1,-1,-1,-1,283753,299150,302284,310148,377610,326121,235190,166377,64284,203219,211263,140339,0
50000,1,1,1,67,0,-1,-1,-1,-1,-1,19921,14097,14310,13166,12666,10761,10240,10254,4042,1979,4248,6050,0
80000,2,1,1,45,3,2,4,1,4,2,19094,15949,11957,9053,8488,7592,14456,2940,3465,3504,878,5841,0
80000,1,2,2,60,0,0,-1,-1,-1,-1,41686,44047,47661,44503,50569,56180,28245,20923,8656,14642,13093,24254,0
200000,1,2,1,56,3,4,1,2,0,2,32947,36612,31536,42454,29285,34862,22243,7961,13896,14830,3466,6331,0
80000,1,2,2,51,6,5,4,7,7,5,27379,23244,22944,25019,22049,23427,10850,11801,11229,4879,7577,2275,1
80000,1,2,2,59,-1,0,2,-1,-1,-1,6767,8334,7927,7339,7357,5958,5792,6719,6405,1402,5284,3595,0
30000,2,2,1,29,-1,-1,-1,-1,-1,-1,14289,17210,17173,19127,22223,26366,5831,7163,10203,11612,19917,19499,0
1000000,2,1,2,59,2,0,-1,0,-1,0,635682,622370,705182,614959,571537,554461,144156,324523,160290,402061,216627,237100,1
300000,2,1,1,61,2,0,0,2,0,1,142436,125093,96079,77790,77954,89995,101899,21321,23107,10080,34085,34396,0
100000,2,2,1,44,0,0,0,1,0,0,43782,48394,46455,57411,60795,60216,16077,9475,32287,28400,44707,13832,0
500000,2,3,2,38,1,1,3,4,5,0,244115,196419,203533,216379,242916,258084,143689,97553,96552,61529,150213,58833,0
